"Time","O2","Condition","ID","Experiment","Pressure_MPa"
3.75,210.461992925868,"ZooHP","ZooHP.1","10MPA_exp1",10
3.75833333333333,209.865129612705,"ZooHP","ZooHP.1","10MPA_exp1",10
3.76666666666667,210.466500320945,"ZooHP","ZooHP.1","10MPA_exp1",10
3.775,209.905210941627,"ZooHP","ZooHP.1","10MPA_exp1",10
3.78333333333333,210.564824572367,"ZooHP","ZooHP.1","10MPA_exp1",10
3.79166666666667,210.22143915109,"ZooHP","ZooHP.1","10MPA_exp1",10
3.8,210.165146735632,"ZooHP","ZooHP.1","10MPA_exp1",10
3.80833333333333,209.997176156131,"ZooHP","ZooHP.1","10MPA_exp1",10
3.81666666666667,210.049365691374,"ZooHP","ZooHP.1","10MPA_exp1",10
3.825,210.016320407602,"ZooHP","ZooHP.1","10MPA_exp1",10
3.83333333333333,210.587477342,"ZooHP","ZooHP.1","10MPA_exp1",10
3.84166666666667,210.116652567686,"ZooHP","ZooHP.1","10MPA_exp1",10
3.85,210.499962328661,"ZooHP","ZooHP.1","10MPA_exp1",10
3.85833333333333,210.206230863016,"ZooHP","ZooHP.1","10MPA_exp1",10
3.86666666666667,210.71465330177,"ZooHP","ZooHP.1","10MPA_exp1",10
3.875,209.663476163767,"ZooHP","ZooHP.1","10MPA_exp1",10
3.88333333333333,210.278863070076,"ZooHP","ZooHP.1","10MPA_exp1",10
3.89166666666667,209.931838745494,"ZooHP","ZooHP.1","10MPA_exp1",10
3.9,210.39500238548,"ZooHP","ZooHP.1","10MPA_exp1",10
3.90833333333333,209.796339500524,"ZooHP","ZooHP.1","10MPA_exp1",10
